75.3,   2570,    258,      0,   1402,   2224,   7842,   8671,    674,   5096,  57412,  61752,      1,   2827,
75.3,   2570,    258,      0,   5642,   2251,   9864,   8616,    674,   5096,  57412,  61752,     12,   2827,
75.3,   2570,    258,      0,   5591,   2254,   9836,   8608,    674,   5096,  57412,  61752,     13,   2827,
75.3,   2570,    258,      0,   5549,   2260,   9815,   8600,    674,   5096,  57412,  61752,     14,   2827,
75.3,   2570,    258,      0,   5549,   2261,   9812,   8597,    674,   5096,  57412,  61752,     15,   2827,
75.3,   2570,    258,      0,   5540,   2263,   9810,   8592,    674,   5096,  57412,  61752,     16,   2827,
75.3,   2570,    258,      0,   5555,   2269,   9816,   8583,    674,   5096,  57412,  61752,     17,   2827,
75.3,   2570,    258,      0,   5540,   2272,   9809,   8576,    674,   5096,  57412,  61752,     18,   2827,
75.3,   2570,    258,      0,   5519,   2276,   9799,   8568,    674,   5096,  57412,  61752,     19,   2827,
75.3,   2570,    258,      0,   5513,   2280,   9795,   8561,    674,   5096,  57412,  61752,     20,   2827,
75.3,   2570,    258,      0,   5484,   2285,   9778,   8555,    674,   5096,  57412,  61752,     21,   2827,
75.3,   2570,    258,      0,   5484,   2287,   9778,   8550,    674,   5096,  57412,  61752,     22,   2827,
75.3,   2570,    258,      0,   5513,   2290,   9793,   8542,    674,   5096,  57412,  61752,     23,   2827,
75.3,   2570,    258,      0,   5555,   2295,   9818,   8532,    674,   5096,  57412,  61752,     24,   2827,
75.3,   2570,    258,      0,   5564,   2298,   9820,   8525,    674,   5096,  57412,  61752,     25,   2827,
75.3,   2570,    258,      0,   5540,   2305,   9809,   8515,    674,   5096,  57412,  61752,     26,   2827,
75.3,   2570,    258,      0,   5527,   2308,   9800,   8506,    674,   5096,  57412,  61752,     27,   2827,
75.3,   2570,    258,      0,   5519,   2315,   9797,   8495,    674,   5096,  57412,  61752,     28,   2827,
75.3,   2570,    258,      0,   5490,   2322,   9782,   8482,    674,   5096,  57412,  61752,     29,   2827,
75.3,   2570,    258,      0,   5484,   2320,   9778,   8484,    674,   5096,  57412,  61752,     30,   2827,
75.3,   2570,    258,      0,   5469,   2324,   9768,   8477,    674,   5096,  57412,  61752,     31,   2827,
75.3,   2570,    258,      0,   5461,   2330,   9767,   8466,    674,   5096,  57412,  61752,     32,   2827,
75.3,   2570,    258,      0,   5461,   2334,   9765,   8456,    674,   5096,  57412,  61752,     33,   2827,
75.3,   2570,    258,      0,   5455,   2340,   9761,   8446,    674,   5096,  57412,  61752,     34,   2827,
75.3,   2570,    258,      0,   5447,   2344,   9758,   8439,    674,   5096,  57412,  61752,     35,   2827,
75.3,   2570,    258,      0,   5439,   2351,   9754,   8426,    674,   5096,  57412,  61752,     36,   2827,
75.3,   2570,    258,      0,   5469,   2352,   9769,   8423,    674,   5096,  57412,  61752,     37,   2827,
36.1,   2570,    258,      0,   1364,   2384,   7826,   8360,    642,   7144,  41028,  61720,      1,   2827,
36.1,   2570,    258,      0,   2253,   2393,   8201,   8345,    642,   7144,  41028,  61720,     21,   2827,
36.1,   2570,    258,      0,   2244,   2395,   8197,   8342,    642,   7144,  41028,  61720,     22,   2827,
36.1,   2570,    258,      0,   2236,   2395,   8194,   8341,    642,   7144,  41028,  61720,     23,   2827,
36.1,   2570,    258,      0,   2244,   2395,   8196,   8341,    642,   7144,  41028,  61720,     24,   2827,
36.1,   2570,    258,      0,   2227,   2397,   8191,   8336,    642,   7144,  41028,  61720,     25,   2827,
36.1,   2570,    258,      0,   2227,   2397,   8191,   8336,    642,   7144,  41028,  61720,     26,   2827,
36.1,   2570,    258,      0,   2236,   2397,   8194,   8339,    642,   7144,  41028,  61720,     27,   2827,
36.1,   2570,    258,      0,   2244,   2398,   8199,   8332,    642,   7144,  41028,  61720,     28,   2827,
36.1,   2570,    258,      0,   2253,   2402,   8200,   8330,    642,   7144,  41028,  61720,     29,   2827,
36.1,   2570,    258,      0,   2253,   2398,   8200,   8332,    642,   7144,  41028,  61720,     30,   2827,
36.1,   2570,    258,      0,   2253,   2402,   8200,   8330,    642,   7144,  41028,  61720,     31,   2827,
36.1,   2570,    258,      0,   2253,   2402,   8202,   8329,    642,   7144,  41028,  61720,     32,   2827,
36.1,   2570,    258,      0,   2244,   2403,   8196,   8324,    642,   7144,  41028,  61720,     33,   2827,
36.1,   2570,    258,      0,   2227,   2403,   8191,   8325,    642,   7144,  41028,  61720,     34,   2827,
36.1,   2570,    258,      0,   2236,   2405,   8192,   8320,    642,   7144,  41028,  61720,     35,   2827,
36.1,   2570,    258,      0,   2236,   2407,   8192,   8319,    642,   7144,  41028,  61720,     36,   2827,
36.1,   2570,    258,      0,   2227,   2407,   8188,   8317,    642,   7144,  41028,  61720,     37,   2827,
36.1,   2570,    258,      0,   2227,   2407,   8189,   8317,    642,   7144,  41028,  61720,     38,   2827,
36.1,   2570,    258,      0,   2218,   2409,   8187,   8313,    642,   7144,  41028,  61720,     39,   2827,
36.1,   2570,    258,      0,   2218,   2412,   8187,   8311,    642,   7144,  41028,  61720,     40,   2827,
36.1,   2570,    258,      0,   2218,   2413,   8185,   8307,    642,   7144,  41028,  61720,     41,   2827,
36.1,   2570,    258,      0,   2208,   2412,   8181,   8310,    642,   7144,  41028,  61720,     42,   2827,
36.1,   2570,    258,      0,   2208,   2412,   8182,   8308,    642,   7144,  41028,  61720,     43,   2827,
36.1,   2570,    258,      0,   2218,   2416,   8184,   8302,    642,   7144,  41028,  61720,     44,   2827,
36.1,   2570,    258,      0,   2218,   2416,   8186,   8303,    642,   7144,  41028,  61720,     45,   2827,
36.1,   2570,    258,      0,   2208,   2416,   8182,   8302,    642,   7144,  41028,  61720,     46,   2827,
